ROC_AUC_SCOREweighted,F1_SCOREweighted,DatasetName,MemberFunction,LossFunction
0.8726000656335288,0.0,bpic2011_f2,Sigmoid,SmoothL1
0.544134447345368,0.0,bpic2011_f2,Triangular,BCE
0.5440158471446653,0.1661444837466978,bpic2011_f2,Triangular,CrossEntropy
0.5441911455100533,0.0,bpic2011_f2,Triangular,L1
0.5440158471446653,0.0,bpic2011_f2,Triangular,SmoothL1
0.2572078818360522,0.0,bpic2011_f3,Bell,BCE
0.8750329215972372,0.0658082906138162,bpic2011_f3,Bell,L1
0.9365538418060868,0.032839349930051,bpic2011_f3,Bell,SmoothL1
0.922522756563194,0.7225756405375952,bpic2011_f3,DSigmoid,CrossEntropy
0.8648775228084357,0.1069499155588167,bpic2011_f3,DSigmoid,L1
0.8468014762841686,0.088669945142802,bpic2011_f3,DSigmoid,SmoothL1
0.4329360996416146,0.0,bpic2011_f3,Gauss,BCE
0.979825115935654,0.7769066511550459,bpic2011_f3,Gauss,CrossEntropy
0.8394438978561246,0.1019688356817601,bpic2011_f3,Gauss,L1
0.9584245304574917,0.0169610592295497,bpic2011_f3,Gauss,SmoothL1
0.9511075149569078,0.804184799539332,bpic2011_f3,Sigmoid,CrossEntropy
0.8348709386729535,0.0931917867944022,bpic2011_f3,Sigmoid,L1
0.9348946527125376,0.0181547975739399,bpic2011_f3,Sigmoid,SmoothL1
0.4954581790030907,0.0,bpic2011_f3,Triangular,BCE
0.5215260848466223,0.0,bpic2011_f3,Triangular,CrossEntropy
0.4955745217946218,0.0,bpic2011_f3,Triangular,L1
0.4955745217946218,0.0,bpic2011_f3,Triangular,SmoothL1
0.8679678391040129,0.7632719799317297,bpic2011_f4,Bell,CrossEntropy
0.91392584693922,0.0203497791502635,bpic2011_f4,Bell,SmoothL1
0.836502213793873,0.7502260188953854,bpic2011_f4,DSigmoid,CrossEntropy
0.8270986010209742,0.1144816168841125,bpic2011_f4,DSigmoid,L1
0.8895660480044589,0.0587844681600527,bpic2011_f4,DSigmoid,SmoothL1
0.4261249135616096,0.0,bpic2011_f4,Gauss,BCE
0.8879672726345231,0.8425585346268125,bpic2011_f4,Gauss,CrossEntropy
0.8151517427569077,0.0437215227740401,bpic2011_f4,Gauss,L1
0.8287278787469333,0.0294555827990725,bpic2011_f4,Gauss,SmoothL1
0.5209768706114268,0.0,bpic2011_f4,Sigmoid,BCE
0.8576772458853716,0.7592421878876874,bpic2011_f4,Sigmoid,CrossEntropy
0.7186234751186248,0.091409602330158,bpic2011_f4,Sigmoid,L1
0.8799062131452876,0.0,bpic2011_f4,Sigmoid,SmoothL1
0.6852166747209711,0.0,bpic2011_f4,Triangular,BCE
0.7804258925387528,0.7020407291330164,bpic2011_f4,Triangular,CrossEntropy
0.7400300095030007,0.0,bpic2011_f4,Triangular,L1
0.7068032454957239,0.0,bpic2011_f4,Triangular,SmoothL1
0.5433915363524553,0.0,bpic2012_accepted,Bell,BCE
0.6295546393980288,0.3705835182225857,bpic2012_accepted,Bell,CrossEntropy
0.5804292946448861,0.0608255082235213,bpic2012_accepted,Bell,L1
0.6024930948605136,0.3751547782151558,bpic2012_accepted,DSigmoid,CrossEntropy
0.60213200865769,0.0,bpic2012_accepted,DSigmoid,L1
0.6017293070184178,0.0,bpic2012_accepted,DSigmoid,SmoothL1
0.5148166674950069,0.0,bpic2012_accepted,Gauss,BCE
0.636057719663804,0.3722701456737641,bpic2012_accepted,Gauss,CrossEntropy
0.6220064199493578,0.001887897188786,bpic2012_accepted,Gauss,L1
0.6360170311747094,0.0,bpic2012_accepted,Gauss,SmoothL1
0.4402638277918629,0.0,bpic2012_accepted,Sigmoid,BCE
0.5946867563747616,0.3703670940466971,bpic2012_accepted,Sigmoid,CrossEntropy
0.5829151577719918,0.0566502670604261,bpic2012_accepted,Sigmoid,L1
0.5993661737245777,0.0,bpic2012_accepted,Sigmoid,SmoothL1
0.4215544924727017,0.0,bpic2012_accepted,Triangular,BCE
0.5783789078936228,0.0379812796574985,bpic2012_accepted,Triangular,CrossEntropy
0.4262383986009287,0.0,bpic2012_accepted,Triangular,L1
0.4222253288256777,0.0,bpic2012_accepted,Triangular,SmoothL1
0.5508047714022378,0.0,bpic2012_cancelled,Bell,BCE
0.6022327066781618,0.0265485801723945,bpic2012_cancelled,Bell,L1
0.642847227747639,0.0,bpic2012_cancelled,DSigmoid,L1
0.6520356671049989,0.0020902297924219,bpic2012_cancelled,Gauss,L1
0.6514924392138882,0.3789251443178579,bpic2012_cancelled,Sigmoid,L1
0.6041703937261877,0.0,bpic2012_cancelled,Triangular,BCE
0.4686094782995062,0.4122956488308786,bpic2012_cancelled,Triangular,L1
0.678101590610942,0.1638418575565041,bpic2012_cancelled,Bell,CrossEntropy
0.5070093997266191,0.0,bpic2012_declined,Bell,BCE
0.596435940024903,0.1267409688790076,bpic2012_declined,Bell,CrossEntropy
0.5465291328795574,0.2970194174686836,bpic2012_declined,Bell,L1
0.5972017181535155,0.0,bpic2012_declined,Bell,SmoothL1
0.5796822843736772,0.1260272807760916,bpic2012_declined,DSigmoid,CrossEntropy
0.5039627386062199,0.195061677340402,bpic2012_declined,DSigmoid,L1
0.5551310230834673,0.0011245618777031,bpic2012_declined,DSigmoid,SmoothL1
0.4764605452086914,0.0,bpic2012_declined,Gauss,BCE
0.6042944856281133,0.1349998509295796,bpic2012_declined,Gauss,CrossEntropy
0.5874445092698072,0.0,bpic2012_declined,Gauss,L1
0.604393758450668,0.0,bpic2012_declined,Gauss,SmoothL1
0.5343685611611162,0.0,bpic2012_declined,Sigmoid,BCE
0.5777840207444749,0.1267409688790076,bpic2012_declined,Sigmoid,CrossEntropy
0.5671181462836002,0.0092817152081199,bpic2012_declined,Sigmoid,L1
0.5780629091291757,0.0,bpic2012_declined,Sigmoid,SmoothL1
0.4987191742835412,0.0,bpic2012_declined,Triangular,BCE
0.5271570619950873,0.0972911854059928,bpic2012_declined,Triangular,CrossEntropy
0.5408293508020269,0.2521751018696586,bpic2012_declined,Triangular,L1
0.5519523236673733,0.0,bpic2012_declined,Triangular,SmoothL1
0.1188989644733037,0.0,prepaid_travelcost,Bell,BCE
0.9921428571428572,0.9987528344671202,prepaid_travelcost,Bell,CrossEntropy
0.9921428571428572,0.0,prepaid_travelcost,Bell,L1
0.9842857142857142,0.0,prepaid_travelcost,Bell,SmoothL1
0.989783038738508,0.997524921918453,prepaid_travelcost,DSigmoid,CrossEntropy
0.9752874078501692,0.0048009367681498,prepaid_travelcost,DSigmoid,L1
0.98576359832636,0.0048809523809523,prepaid_travelcost,DSigmoid,SmoothL1
0.6287730336081497,0.0,prepaid_travelcost,Gauss,BCE
0.979047619047619,0.9987528344671202,prepaid_travelcost,Gauss,CrossEntropy
0.979047619047619,0.0,prepaid_travelcost,Gauss,L1
0.9816666666666668,0.0,prepaid_travelcost,Gauss,SmoothL1
0.334003401765943,0.0,prepaid_travelcost,Sigmoid,BCE
0.975378276833746,0.9841715887240212,prepaid_travelcost,Sigmoid,CrossEntropy
0.9806163720718414,0.0,prepaid_travelcost,Sigmoid,L1
0.9912609227791536,0.0,prepaid_travelcost,Sigmoid,SmoothL1
0.9921428571428572,0.0,prepaid_travelcost,Triangular,BCE
0.993452380952381,0.9987528344671202,prepaid_travelcost,Triangular,CrossEntropy
0.993452380952381,0.0,prepaid_travelcost,Triangular,L1
0.993452380952381,0.0,prepaid_travelcost,Triangular,SmoothL1
0.5229526976277038,0.0,sepsis_cases_1,Bell,BCE
0.6050437892921505,0.0,sepsis_cases_1,Bell,CrossEntropy
0.3818980215611698,0.1992791400264498,sepsis_cases_1,Bell,L1
0.3623561761011788,0.0,sepsis_cases_1,Bell,SmoothL1
0.6375378855482621,0.0560275140597256,sepsis_cases_1,DSigmoid,CrossEntropy
0.6498348576945588,0.1190368268603566,sepsis_cases_1,DSigmoid,L1
0.3959589339940312,0.0,sepsis_cases_1,DSigmoid,SmoothL1
0.4949449083802028,0.0,sepsis_cases_1,Gauss,BCE
0.5810842138478987,0.0,sepsis_cases_1,Gauss,CrossEntropy
0.5168249745055651,0.1763861051368705,sepsis_cases_1,Gauss,L1
0.3898713348090367,0.0,sepsis_cases_1,Gauss,SmoothL1
0.4234349485983837,0.0,sepsis_cases_1,Sigmoid,BCE
0.4910695049049195,0.0,sepsis_cases_1,Sigmoid,CrossEntropy
0.5412378638686677,0.0434754053203606,sepsis_cases_1,Sigmoid,L1
0.5157897494047663,0.0,sepsis_cases_1,Sigmoid,SmoothL1
0.4724438616445661,0.0,sepsis_cases_1,Triangular,BCE
0.5162882395611742,0.0,sepsis_cases_1,Triangular,CrossEntropy
0.5249383752385312,0.0,sepsis_cases_1,Triangular,L1
0.4792472684654022,0.0,sepsis_cases_1,Triangular,SmoothL1
0.5668872302187961,0.0,sepsis_cases_2,Bell,BCE
0.6892032497745244,0.2332685990778372,sepsis_cases_2,Bell,CrossEntropy
0.6689034894265625,0.1128995958273064,sepsis_cases_2,Bell,L1
0.6967123841985994,0.0896885377041243,sepsis_cases_2,Bell,SmoothL1
0.6485984693111397,0.1991248718766473,sepsis_cases_2,DSigmoid,CrossEntropy
0.6874312230519909,0.0644869279103585,sepsis_cases_2,DSigmoid,L1
0.6691138945978786,0.0259858484710555,sepsis_cases_2,DSigmoid,SmoothL1
0.4657908474948891,0.0,sepsis_cases_2,Gauss,BCE
0.725226995089882,0.1547379611917132,sepsis_cases_2,Gauss,CrossEntropy
0.6405451142210348,0.1344563056734966,sepsis_cases_2,Gauss,L1
0.6597148688545841,0.0944156595044169,sepsis_cases_2,Gauss,SmoothL1
0.5911272482339835,0.0,sepsis_cases_2,Sigmoid,BCE
0.6238424236671337,0.0835532223543543,sepsis_cases_2,Sigmoid,CrossEntropy
0.720789588462098,0.0713605134379018,sepsis_cases_2,Sigmoid,L1
0.6194701720136468,0.0601846846164332,sepsis_cases_2,Sigmoid,SmoothL1
0.5156880223089279,0.0,sepsis_cases_2,Triangular,BCE
0.477046931424316,0.0,sepsis_cases_2,Triangular,CrossEntropy
0.5594012842439121,0.051706608542195,sepsis_cases_2,Triangular,L1
0.5312675420527193,0.0,sepsis_cases_2,Triangular,SmoothL1
0.4924130763508414,0.0,sepsis_cases_4,Bell,BCE
0.6751369167702349,0.8938947627872164,sepsis_cases_4,Bell,CrossEntropy
0.5982768612748994,0.0,sepsis_cases_4,Bell,L1
0.6650349051846344,0.0,sepsis_cases_4,Bell,SmoothL1
0.5316676844920962,0.0,sepsis_cases_4,DSigmoid,BCE
0.7516416817029891,0.8982463870621272,sepsis_cases_4,DSigmoid,CrossEntropy
0.452766098945992,0.2482042778369588,sepsis_cases_4,DSigmoid,L1
0.737392576945905,0.0,sepsis_cases_4,DSigmoid,SmoothL1
0.5458306729400916,0.0,sepsis_cases_4,Gauss,BCE
0.6832362812076429,0.8994634034599792,sepsis_cases_4,Gauss,CrossEntropy
0.5346586820200181,0.0,sepsis_cases_4,Gauss,L1
0.6798684203817648,0.0,sepsis_cases_4,Gauss,SmoothL1
0.5145824650685614,0.0,sepsis_cases_4,Sigmoid,BCE
0.7035146915928233,0.8994634034599792,sepsis_cases_4,Sigmoid,CrossEntropy
0.5985976478931806,0.0,sepsis_cases_4,Sigmoid,L1
0.7269680504608644,0.0,sepsis_cases_4,Sigmoid,SmoothL1
0.5055502520790682,0.0,sepsis_cases_4,Triangular,BCE
0.5797080316167348,0.4485968121786847,sepsis_cases_4,Triangular,CrossEntropy
0.5209875307233469,0.0,sepsis_cases_4,Triangular,L1
0.5192925679417637,0.0,sepsis_cases_4,Triangular,SmoothL1
